probIn scale
0.09917705 3.507309e-06
0.09066717 3.517713e-06
0.09874615 3.540563e-06
0.08662392 3.7073e-06
0.07058416 3.675632e-06
0.07452917 3.645667e-06
0.08578338 3.684957e-06
0.08854904 3.683765e-06
0.08954529 3.666121e-06
0.08144271 3.724117e-06
0.08490552 3.713429e-06
0.08358027 3.750704e-06
0.08929598 3.806148e-06
0.0762352 3.765348e-06
0.07607017 3.880485e-06
0.08403375 3.8322e-06
0.08176806 3.762433e-06
0.06489024 3.819842e-06
0.06364151 3.716106e-06
0.06897242 3.75733e-06
0.08223522 3.921642e-06
0.08797722 3.880342e-06
0.09047391 3.85236e-06
0.08394222 3.773781e-06
0.08633676 3.764296e-06
0.0871291 3.812625e-06
0.09072862 3.736749e-06
0.09718321 3.747478e-06
0.09857494 3.746379e-06
0.0986218 3.670229e-06
0.09031305 3.635692e-06
0.09319002 3.567943e-06
0.09921298 3.562753e-06
0.08517097 3.650939e-06
0.08475918 3.745404e-06
0.08975633 3.920049e-06
0.08944367 3.801278e-06
0.08728473 3.804757e-06
0.1053935 3.831607e-06
0.1089432 3.762197e-06
0.1046887 3.7645e-06
0.1154362 3.756031e-06
0.120193 3.712766e-06
0.119056 3.86418e-06
0.11272 3.754786e-06
0.1202028 3.706244e-06
0.1090829 3.78351e-06
0.1104895 3.69565e-06
0.1073938 3.710035e-06
0.1066222 3.824619e-06
0.1189289 3.675356e-06
0.1170772 3.694132e-06
0.1100958 3.757271e-06
0.1103602 3.819837e-06
0.1123585 3.840676e-06
0.1094162 3.873224e-06
0.1050287 3.788951e-06
0.0938251 3.60749e-06
0.09578744 3.633253e-06
0.08756639 3.590258e-06
0.07819639 3.532755e-06
0.07837928 3.562094e-06
0.07917253 3.434724e-06
0.09148132 3.410669e-06
0.0864418 3.297814e-06
0.06875082 3.355574e-06
0.07349978 3.476209e-06
0.08495397 3.455079e-06
0.08509768 3.480913e-06
0.0787832 3.435638e-06
0.07547353 3.613325e-06
0.07088334 3.650677e-06
0.07772475 3.615352e-06
0.08836946 3.667238e-06
0.08562569 3.633808e-06
0.07231117 3.741526e-06
0.07943635 3.707127e-06
0.08211287 3.761878e-06
0.09833272 3.716144e-06
0.08846955 3.714935e-06
0.0903127 3.71896e-06
0.09148848 3.651326e-06
0.08726793 3.669517e-06
0.08216579 3.6831e-06
0.07933282 3.668928e-06
0.09154939 3.616846e-06
0.0852259 3.534587e-06
0.08584649 3.538084e-06
0.07874095 3.523128e-06
0.07995819 3.473776e-06
0.07938334 3.482959e-06
0.08788471 3.41264e-06
0.1077946 3.357505e-06
0.109562 3.247912e-06
0.116462 3.236146e-06
0.09294784 3.296791e-06
0.08793065 3.341553e-06
0.08785366 3.279691e-06
0.09427934 3.307539e-06
0.09131686 3.472018e-06
0.1114453 3.509611e-06
0.102124 3.551807e-06
0.09691143 3.557721e-06
0.1075833 3.516636e-06
0.108405 3.400075e-06
0.1092612 3.404496e-06
0.1070935 3.514633e-06
0.1006266 3.535391e-06
0.09364743 3.586544e-06
0.090087 3.588329e-06
0.09524866 3.513514e-06
0.1059773 3.506651e-06
0.106691 3.355244e-06
0.1204385 3.355996e-06
0.1150919 3.409584e-06
0.1051566 3.301837e-06
0.1092653 3.203479e-06
0.1056538 3.240967e-06
0.0960402 3.329414e-06
0.08743172 3.337098e-06
0.07038281 3.302181e-06
0.07247001 3.285387e-06
0.06698154 3.364112e-06
0.07166093 3.373135e-06
0.07993996 3.480255e-06
0.09285945 3.423673e-06
0.09106867 3.402272e-06
0.09276374 3.472235e-06
0.08569289 3.365496e-06
0.1015644 3.370124e-06
0.1026516 3.362084e-06
0.0922473 3.346418e-06
0.09126534 3.309546e-06
0.08877461 3.222842e-06
0.08113143 3.173111e-06
0.08507028 3.163562e-06
0.09300121 3.139972e-06
0.08828233 3.165688e-06
0.08512366 3.183833e-06
0.07153942 3.142118e-06
0.07932654 3.109303e-06
0.06672318 3.134753e-06
0.07669726 3.202259e-06
0.08051707 3.191141e-06
0.07070836 3.169909e-06
0.0794162 3.031493e-06
0.07921878 3.06468e-06
0.07292058 2.994338e-06
0.07409595 2.89989e-06
0.06596569 2.969482e-06
0.07423321 3.046152e-06
0.07843261 2.975542e-06
0.06712023 2.907077e-06
0.0899267 2.909539e-06
0.09874653 2.857756e-06
0.0940045 2.922557e-06
0.09309547 2.911113e-06
0.1090582 2.794874e-06
0.1071164 2.762526e-06
0.09603915 2.835562e-06
0.1072265 2.88524e-06
0.106795 2.835916e-06
0.116965 2.85436e-06
0.1187109 2.797429e-06
0.1107394 2.742364e-06
0.1163592 2.769663e-06
0.09353468 2.682079e-06
0.09451763 2.652534e-06
0.09481874 2.660762e-06
0.09234353 2.618234e-06
0.08757194 2.624185e-06
0.0795352 2.620991e-06
0.07929188 2.613608e-06
0.0812651 2.605195e-06
0.09418439 2.571314e-06
0.1066654 2.611799e-06
0.1005791 2.603318e-06
0.10116 2.580703e-06
0.09478455 2.56469e-06
0.1000777 2.530189e-06
0.1063342 2.532833e-06
0.1086454 2.492266e-06
0.09798603 2.471752e-06
0.09451141 2.449197e-06
0.0890027 2.379496e-06
0.08760406 2.370053e-06
0.08856313 2.294958e-06
0.1061399 2.289263e-06
0.09616652 2.29399e-06
0.09953732 2.347207e-06
0.1128376 2.331559e-06
0.1187399 2.392359e-06
0.1387556 2.373228e-06
0.1076892 2.315726e-06
0.1081537 2.313713e-06
0.1056183 2.303479e-06
0.09827675 2.218211e-06
