NSFTV.ID,PSA_8_2013,PSA_9_2013,PSA_11_2013,PSA_12_2013,PSA_14_2013,PSA_15_2013,PSA_16_2013,PSA_17_2013,PSA_18_2013,PSA_19_2013,PSA_20_2013,PSA_21_2013,PSA_22_2013,PSA_23_2013,PSA_24_2013,PSA_25_2013,PSA_26_2013,PSA_27_2013,PSA_19_2014,PSA_21_2014,PSA_22_2014,PSA_25_2014,PSA_26_2014,PSA_27_2014,PSA_28_2014,PSA_29_2014,PSA_30_2014,PSA_31_2014,PSA_32_2014,PSA_33_2014,PSA_34_2014,PSA_35_2014,PSA_36_2014,PSA_37_2014,PSA_38_2014,PSA_39_2014,PSA_40_2014,PSA_41_2014
NSFTV_154,4196.506654,5138.819472,8137.650471,10838.34556,15315.42476,19394.86222,24052.80515,27883.34049,33249.91915,40587.83747,51916.00182,59559.80656,71649.09435,88349.43439,102298.1314,119754.4886,138208.3624,163035.1432,55984.09378,78987.48465,94673.19278,121512.6302,137804.5648,157932.6043,177117.1763,198579.5791,226115.9618,261816.7582,289449.3896,326568.0081,354766.1489,392000.2979,435384.9555,479549.3968,481648.8804,511007.5118,517962.6045,547233.4499
NSFTV_155,2847.589987,3820.736139,6074.817138,8195.92889,12403.42476,15473.19555,18585.30515,21647.50716,26517.16915,33590.9208,42041.66849,51250.47323,64414.26102,78287.01772,92125.29809,110233.3219,128560.9457,150994.4766,41400.84378,57825.98465,65657.81778,90823.8802,104334.0648,118077.1043,136331.1763,153543.3291,173691.9618,186400.8839,220404.1396,250508.3831,278928.6489,313120.1729,347049.8305,389585.2718,423656.1304,459338.1368,503145.1045,545561.5749
NSFTV_156,3407.173321,4346.236139,6495.317138,7930.512223,12718.25809,16404.36222,20452.13848,24500.34049,29688.91915,36380.00413,46645.75182,58661.63989,74066.67768,88612.85105,105780.5481,125238.2386,149725.6124,174594.6432,49695.20394,70794.06169,84277.92979,110591.9126,128371.9186,154175.6276,175482.3615,199618.6223,220439.0116,254675.6473,283095.2734,312546.5359,343476.0211,374155.0934,417150.6975,468335.2869,509698.1618,556437.7606,582068.1311,609321.4705
NSFTV_157,2207.339987,2827.902805,4331.817138,5240.67889,7730.924758,9200.69555,11296.80515,12921.67382,15016.91915,18685.6708,24148.41849,29384.30656,37504.84435,46272.85105,53553.71475,65811.07192,76493.44575,89469.8099,20493.53728,28100.22836,32368.59646,43661.57928,49870.08528,57021.1276,68445.86151,77685.62234,91959.67828,77231.53027,115001.9401,130297.3692,148034.5211,169421.2601,187633.3642,213004.6203,235357.9951,260264.4273,290640.4644,318395.8039
NSFTV_158,2099.173321,2849.402805,4847.483804,5242.67889,8270.924758,10255.86222,11889.30515,14487.50716,18089.75248,22503.00413,28269.25182,33807.80656,44609.67768,56294.35105,66601.21475,83542.90526,96993.61241,114871.6432,23241.87061,32374.06169,38322.26313,52052.24595,63573.25195,72699.96093,85775.19484,99497.62234,114645.3449,137498.7803,149919.7734,172241.2025,192717.1877,220001.7601,251264.3642,281019.7869,318203.6618,348087.4273,372571.7978,391654.9744
NSFTV_159,3035.339987,3897.236139,6036.317138,7577.17889,12816.75809,16773.69555,20057.13848,23718.84049,29002.75248,36008.83747,46947.91849,60012.13989,75687.51102,94582.68439,113456.7148,144744.9053,167446.4457,200767.9766,57165.37061,83243.39503,99502.59646,137076.5793,159966.4186,190060.6276,219056.0282,256282.9557,291150.8449,336201.7803,367937.2734,403676.3692,446237.1877,490340.2601,541528.5308,608317.2869,660366.3285,702370.2606,745583.1311,785817.8039
NSFTV_16,3217.423321,4148.069472,6417.150471,7724.595556,12371.17476,14203.94555,17745.47182,21681.42382,24773.58582,28999.9208,35993.33516,43193.55656,51816.84435,64802.51772,74456.63142,88590.07192,100506.0291,118202.6432,43583.66796,61433.19678,71634.57341,91956.97439,103144.7054,115905.7251,128500.7572,145450.4401,164208.3218,182120.6473,199156.5686,217424.859,244079.2078,265463.431,287757.2303,316562.2969,350784.1558,384191.6976,418160.6094,452694.9931
NSFTV_160,2269.589987,3011.402805,5301.567138,6120.92889,8907.341425,11454.94555,13499.55515,15889.92382,19424.08582,25140.25413,30763.00182,37347.63989,46443.67768,56893.43439,67305.38142,79278.32192,93628.52908,113300.8099,37703.09378,53939.35965,61778.94278,81870.8802,93578.68977,109177.8543,125960.6763,140142.8291,152331.8368,175129.2582,196141.6396,218163.0081,233370.5239,261598.9229,294729.2055,335625.1468,359237.5054,398770.8868,431284.2295,448956.4499
NSFTV_161,2621.423321,3312.736139,5355.650471,6659.095556,10310.17476,12798.86222,15720.22182,18760.75716,22380.25248,27772.08747,35273.91849,46697.30656,58116.42768,71291.76772,85140.88142,103375.1553,119937.4457,139353.6432,34771.96878,49760.23465,59039.06778,78267.2552,91454.31477,106737.7293,124720.4263,142981.0791,159048.4618,182497.0082,199481.7646,229162.7581,252560.7739,281647.4229,312154.5805,346961.1468,369391.8804,395926.2618,435500.2295,446114.5749
NSFTV_162,2637.339987,3134.986139,5252.733804,6425.845556,10418.84142,12986.69555,17326.22182,20875.09049,25073.91915,30665.08747,38468.08516,49482.88989,63566.67768,78911.01772,94112.88142,116476.2386,133333.7791,157715.1432,41145.84378,58820.60965,69246.19278,90111.8802,106571.3148,121671.4793,149208.4263,167095.2041,193701.3368,212697.7172,252622.8896,275444.1331,302143.5239,333308.4229,373372.9555,423325.5218,460653.0054,507585.7618,546118.2295,584114.1999
NSFTV_163,3471.339987,4609.236139,6781.150471,8934.012223,14060.59142,17913.52888,21972.80515,26744.00716,32557.58582,40948.50413,50450.58516,62334.47323,78052.01102,93417.01772,107333.7148,129777.7386,153120.9457,176616.9766,57883.20394,77629.72836,89573.42979,119727.5793,135790.0853,161334.1276,187091.5282,213995.4557,224100.8449,255141.314,273080.7734,320500.5359,356384.0211,392839.7601,430587.5308,461478.1203,473628.6618,511585.7606,550420.6311,584249.1372
NSFTV_164,2920.256654,3519.652805,5021.067138,5708.42889,7691.508091,8866.362217,10739.05515,12692.67382,14566.08582,17188.1708,21650.00182,25737.88989,31055.34435,35281.18439,40990.88142,49793.15526,57719.27908,66704.5599,28531.59378,36436.88764,41689.69278,55276.3802,62594.31477,72593.72929,84387.80135,95127.07913,105306.3368,119188.8832,132755.7051,146125.7581,161285.0239,184965.5479,203559.3305,226291.0218,247875.2554,264702.2618,295316.2295,319637.2789
NSFTV_165,3360.006654,4115.819472,6875.483804,8395.17889,12841.67476,16382.86222,18760.80515,22364.92382,27052.75248,31938.4208,38875.66849,48222.05656,60288.01102,73877.10105,86065.29809,108365.7386,121803.4457,140515.0599,32631.46878,46053.10965,52666.31778,70952.3802,83713.56477,94932.22929,109084.9263,127244.7041,140343.3368,163267.7172,175420.1396,198122.7581,221988.5239,252108.7979,280426.8305,309415.6468,336056.3804,375766.7618,418371.1045,454679.5749
NSFTV_166,4712.339987,5950.069472,9030.483804,11343.34556,16279.75809,19357.86222,22010.47182,28772.50716,36204.25248,43585.6708,55207.91849,66712.47323,81907.34435,97682.85105,112710.7148,134547.4053,156071.2791,183626.9766,45582.87061,63984.06169,76998.92979,100767.246,116149.4186,131616.7943,152584.5282,171012.1223,189447.8449,207836.314,235424.9401,265738.7025,291826.5211,322194.9268,358475.6975,398818.4536,447262.3285,496818.594,538358.7978,531909.9744
NSFTV_167,1214.839987,1570.319472,2709.150471,3186.512223,4258.841425,5253.69555,6392.138484,7604.340491,8758.085817,10755.08747,14137.00182,17762.47323,22348.34435,27134.51772,32097.63142,39150.48859,47229.36241,56259.39323,20736.25318,28687.39971,33704.28278,43167.15673,48015.87975,55673.72672,65678.4649,75461.14649,85819.21219,96756.29981,106644.7296,121696.2067,134617.0025,151539.668,169184.8651,193178.4524,215463.3131,239461.911,262885.612,289066.1542
NSFTV_168,4735.673321,5757.236139,7915.983804,9445.42889,14069.84142,17330.36222,20860.13848,24551.84049,28620.83582,35108.4208,43014.50182,51657.22323,63133.84435,76083.60105,89210.46475,105262.9053,120700.5291,140940.6432,41001.96878,57192.85965,66189.56778,84983.8802,94168.68977,107115.2293,122125.0513,140015.0791,155994.8368,176734.3839,192202.0146,215908.6331,236127.1489,262491.0479,289971.8305,322430.2718,357297.1304,389515.2618,428937.3545,460776.6999
NSFTV_169,3109.339987,4268.902805,6367.817138,7699.345556,12422.75809,13996.02888,18689.80515,23420.00716,26663.75248,31826.83747,39679.75182,50652.63989,64371.17768,76120.68439,91532.04809,112029.9053,130125.7791,157175.6432,43959.53728,60025.56169,70598.26313,95961.24595,109269.7519,124697.9609,145928.8615,168301.289,186166.0116,218782.7803,240079.4401,270107.3692,295279.0211,332758.4268,364381.6975,401881.1203,404549.3285,423365.2606,472924.4644,485746.1372
NSFTV_17,2359.089987,2984.319472,4826.067138,5845.845556,9040.924758,11548.86222,13882.13848,16263.59049,20134.91915,25801.50413,33216.75182,41395.88989,52970.34435,63752.60105,76728.63142,93615.07192,111091.6124,128762.5599,26257.79296,37023.19678,44419.69841,60256.72439,69732.08043,82214.35014,97924.00716,111540.0651,128362.3218,142563.314,165733.4436,189682.859,215804.2078,238883.931,268725.4803,308341.7969,337147.9058,364637.1976,381676.1094,407826.3681
NSFTV_170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_171,4241.339987,5838.736139,8798.317138,11995.84556,18577.75809,23785.69555,28720.80515,34064.34049,40486.91915,51452.83747,64496.25182,79415.47323,97643.01102,119227.8511,136140.8814,161180.7386,186596.7791,214523.4766,67226.03728,97772.06169,112985.5965,146030.746,167396.0853,193244.1276,225084.5282,257040.9557,274609.3449,323828.814,347354.2734,381148.0359,408395.1877,451601.2601,491171.3642,531110.1203,548683.8285,586030.9273,615556.1311,652292.8039
NSFTV_172,3782.589987,4806.152805,8053.983804,9253.012223,14917.17476,18491.77888,22631.22182,27827.84049,32800.50248,40171.00413,48844.58516,59897.88989,72849.26102,89368.26772,102746.6314,124271.6553,141577.1124,165328.8932,45822.96878,65314.60965,75106.94278,101071.2552,112709.9398,130727.3543,152472.1763,167919.8291,197077.3368,235051.8839,257668.6396,277958.7581,312043.2739,335007.4229,371686.9555,410197.5218,417553.2554,445893.0118,471287.8545,505214.6123
NSFTV_173,2163.673321,2443.236139,4166.817138,4864.17889,7064.591425,9356.028883,11612.13848,13396.84049,15985.08582,21098.00413,26414.41849,30895.80656,40684.67768,50505.18439,58222.21475,72517.07192,84894.94575,102467.8099,35472.03728,48315.56169,56814.92979,75684.91262,86620.58528,99006.1276,115788.5282,130800.789,147222.0116,178280.0303,183941.4401,209747.0359,235557.6877,263437.2601,294592.0308,330111.9536,370845.6618,399988.7606,427357.6311,445392.4744
NSFTV_174,3104.339987,4134.569472,7218.650471,8333.012223,11726.42476,15662.52888,19651.47182,21077.17382,24267.75248,31623.33747,41561.25182,49252.97323,60185.84435,72800.01772,84702.88142,101421.2386,119141.7791,139281.4766,39800.53728,52712.39503,61184.09646,81741.41262,93957.25195,104685.2943,120228.8615,137747.4557,162416.8449,183715.314,207721.7734,235481.8692,262712.3544,292086.0934,324317.0308,365579.7869,395437.9951,427709.7606,443658.6311,495443.8039
NSFTV_175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_176,2914.673321,3538.736139,5735.483804,6689.17889,10478.59142,13007.36222,15874.47182,17702.84049,21349.25248,27228.00413,35514.08516,42267.47323,53682.34435,66288.18439,77970.04809,92015.90526,107373.1124,130762.3099,28030.20394,38032.89503,41747.26313,52347.07928,61479.41862,71857.29426,86473.36151,100323.8658,114573.3449,137659.5303,151516.9401,169041.7025,195991.3544,215375.9268,240619.5308,268014.6203,292067.8285,321183.4273,343332.6311,372742.1372
NSFTV_177,2781.506654,3577.402805,5861.817138,6516.345556,9823.758091,12040.86222,14556.30515,16631.67382,20238.91915,26231.83747,31760.41849,38253.30656,48834.84435,60879.01772,69400.54809,85677.40526,98749.11241,115590.8099,31784.53728,44797.06169,51315.59646,67313.07928,78459.25195,89622.29426,105108.5282,118101.1223,133073.0116,167663.0303,165479.9401,187446.3692,210748.5211,232214.7601,254911.0308,276325.2869,302061.8285,327185.4273,354419.6311,327862.4744
NSFTV_178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_179,3628.173321,4435.736139,6942.650471,8577.012223,12336.09142,15410.19555,20375.30515,24207.50716,28119.91915,33878.6708,42007.41849,52748.80656,63024.84435,76104.18439,89681.88142,111093.9053,125898.7791,145060.4766,45606.37061,62693.39503,75047.09646,97861.57928,110015.4186,127925.9609,150323.0282,170714.9557,187313.8449,204650.0303,229118.9401,257371.7025,285559.5211,314859.7601,335107.3642,369456.2869,383624.8285,410607.4273,440410.9644,475493.6372
NSFTV_18,4974.173321,5906.069472,9238.150471,11150.84556,17501.59142,21095.19555,24668.80515,29527.00716,34407.25248,41557.83747,53122.25182,63943.97323,77832.51102,92554.18439,110300.8814,128228.4053,148330.9457,175709.4766,59801.03728,79265.39503,87634.76313,115770.4126,134517.2519,152126.7943,175230.3615,199672.1223,226402.0116,265257.0303,275909.9401,309034.5359,345512.1877,387070.4268,426062.3642,467934.6203,507598.8285,521303.4273,585769.7978,628336.3039
NSFTV_180,3091.673321,3768.736139,5667.150471,6656.67889,10092.59142,12333.19555,14955.97182,16976.84049,18660.91915,23530.50413,29071.75182,36100.47323,45965.67768,55106.18439,64489.88142,79388.40526,89075.44575,102749.9766,24899.03728,32352.06169,35969.92979,49895.41262,57644.58528,68632.64175,79026.19484,91988.45567,98265.84495,103062.0303,119290.6067,134080.7025,148801.1877,164271.2601,181730.0308,204451.2869,221915.4951,244429.594,268758.4644,286243.6372
NSFTV_181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_182,3098.006654,4145.902805,6391.817138,7302.67889,11205.09142,13594.36222,15410.63848,17281.00716,20509.08582,25294.33747,29808.58516,36207.63989,48614.67768,59283.18439,66411.04809,81110.07192,98116.44575,114825.8099,24707.20394,31790.89503,36645.92979,48297.24595,53342.41862,60340.1276,71075.86151,82248.62234,95295.01161,105456.2803,121416.2734,136765.8692,155981.8544,177751.0934,202889.0308,230384.1203,259167.1618,287570.594,314007.7978,344939.9705
NSFTV_183,2914.673321,4047.069472,7174.317138,8569.345556,13348.25809,17963.36222,20516.97182,22792.00716,27778.58582,34364.50413,43195.08516,50327.30656,62243.17768,79199.68439,95241.71475,114038.9053,130742.6124,153728.9766,37334.70394,52757.39503,61879.92979,86669.07928,99302.75195,111324.2943,130927.0282,151433.9557,172535.5116,215124.0303,224541.2734,257316.3692,287437.0211,314215.0934,351484.0308,391080.7869,423152.4951,457144.594,763015.1311,554666.4705
NSFTV_184,4009.006654,5182.236139,7834.567138,9262.17889,14047.75809,17102.94555,20839.72182,23564.34049,28170.25248,34434.33747,41918.33516,50852.22323,64908.01102,78361.18439,93868.29809,116163.2386,134967.1124,152679.4766,45909.09378,59961.48465,69228.31778,92987.7552,106749.3148,126810.7293,145196.8013,165909.9541,189235.4618,231658.0505,234247.2646,264710.6331,295909.0239,329188.2979,361933.5805,409370.1468,455675.3804,494840.2618,526266.9795,570337.1999
NSFTV_185,3372.673321,4489.736139,6555.483804,7526.845556,11640.92476,13631.02888,15620.63848,18714.00716,22930.58582,30227.6708,35978.08516,42755.13989,54452.34435,66548.01772,77736.38142,97415.07192,114533.9457,134394.4766,36680.53728,48709.56169,54731.42979,71189.91262,85275.58528,98738.96093,111594.0282,129472.789,146518.0116,194141.2803,189224.1067,212249.0359,234048.5211,267811.5934,299096.6975,333842.4536,376675.4951,418134.9273,466351.6311,501776.6372
NSFTV_186,2454.673321,2957.736139,4510.483804,5185.345556,7614.591425,9665.19555,10835.30515,13219.00716,16016.58582,18532.6708,23579.25182,28949.47323,35736.84435,43805.35105,51749.21475,63177.57192,73998.77908,87225.3099,26302.20394,38601.39503,44256.59646,59379.57928,69707.08528,79450.46093,90154.19484,102975.4557,116348.1783,151044.2803,145438.2734,166976.8692,184074.3544,209021.2601,228081.3642,254461.2869,282602.6618,302719.4273,343034.6311,332585.7244
NSFTV_187,2444.006654,3291.569472,4254.650471,4794.17889,7219.091425,8686.69555,9263.638484,10536.84049,13059.58582,16658.1708,20278.25182,23693.30656,30539.01102,37065.51772,44415.54809,51022.23859,59079.11241,72080.14323,27547.20394,33237.39503,38019.42979,46344.24595,52338.75195,55930.1276,65891.19484,74835.05929,84101.01161,91807.03027,104186.2734,112369.0359,121542.0211,133945.9268,147431.5308,166041.4536,180229.6618,191728.094,206199.7978,217266.8039
NSFTV_188,3077.673321,3910.569472,6125.817138,6916.67889,11116.59142,13770.86222,15988.30515,18069.00716,22483.08582,28506.83747,34680.91849,41267.97323,54758.67768,69278.68439,77905.04809,93829.73859,114024.9457,134901.6432,32754.70394,44438.72836,51176.26313,68696.24595,76482.58528,89931.29426,106419.5282,128182.9557,141239.6783,159715.6473,179914.9401,204440.0359,231189.5211,257304.2601,293183.6975,330165.9536,370546.1618,404494.4273,444952.2978,486536.6372
NSFTV_189,4115.673321,5104.402805,7030.483804,8874.17889,13626.25809,16731.19555,21489.30515,24529.00716,29149.91915,35996.33747,43833.75182,53390.13989,64990.84435,80575.35105,94928.04809,118193.7386,137783.9457,162078.8099,41945.37061,60747.39503,71731.92979,95150.74595,109144.7519,125833.1276,143182.5282,160050.4557,180025.0116,201812.7803,224279.4401,251530.8692,282231.6877,312459.0934,342962.3642,376013.1203,418158.3285,453257.4273,486697.9644,521926.4705
NSFTV_19,4840.923321,6169.569472,10042.81714,11917.42889,17122.25809,20533.44555,24380.05515,28958.84049,34208.50248,41348.1708,51829.25182,62186.88989,74414.84435,88969.10105,105438.8814,122093.8219,137228.4457,161596.0599,52468.03728,69367.22836,82126.92979,102228.746,115025.5853,128002.6276,147105.3615,163857.789,179750.0116,195171.2803,215057.2734,237826.5359,266071.0211,293358.4268,322971.8642,356760.4536,389543.1618,421396.7606,460003.9644,495268.1372
NSFTV_190,2269.423321,2883.819472,4555.483804,5175.17889,7738.008091,10088.44555,11877.05515,12935.92382,14918.41915,19072.33747,24448.08516,30722.05656,36470.59435,45314.26772,54989.63142,65643.57192,76969.02908,89823.72656,24708.84378,34183.10965,38861.81778,53323.8802,65679.56477,75471.60429,84304.05135,97947.20413,114621.3368,127566.7172,146044.8896,164217.3831,179894.0239,207281.7979,232491.3305,266768.7718,302505.5054,337805.5118,374232.1045,381915.7789
NSFTV_191,3862.006654,4610.652805,7193.900471,9413.595556,13025.34142,16510.69555,21285.30515,25128.34049,29327.41915,35602.83747,45365.08516,56677.63989,68693.92768,84267.35105,99429.96475,117324.5719,137334.6124,163368.8932,50674.34378,68124.85965,80559.81778,109074.8802,124506.1898,144802.1043,165733.9263,183102.8291,208024.4618,234811.0505,243433.0146,278511.6331,303245.3989,339534.9229,361661.0805,404017.6468,437365.2554,463775.6368,473752.2295,519099.9499
NSFTV_192,2748.173321,3545.069472,5588.483804,6747.512223,10194.09142,12340.19555,15643.63848,19556.50716,23291.91915,27973.1708,36417.25182,44951.13989,56329.67768,68715.18439,80281.88142,99091.40526,111699.6124,128535.6432,37117.03728,50084.39503,59307.92979,78251.74595,88252.75195,103160.9609,112640.6948,125944.1223,139119.1783,152012.6473,165604.2734,179395.2025,199367.1877,221440.2601,237955.1975,257053.1203,277430.3285,291999.4273,306043.7978,328490.8039
NSFTV_193,3560.673321,4467.402805,6644.150471,7300.345556,11681.75809,14013.86222,15419.63848,18269.50716,22774.75248,27732.50413,34210.91849,42133.13989,52814.84435,66745.51772,77262.04809,96303.73859,113248.7791,132338.6432,36421.03728,49899.06169,57536.42979,77555.74595,89067.75195,104147.7943,121892.0282,143817.4557,162921.6783,178947.5291,198849.3258,216000.4509,239992.9813,273137.7779,298124.5308,334525.6203,372142.4951,404971.4273,447049.7978,480568.4705
NSFTV_194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_195,3379.006654,4546.569472,7003.317138,9098.17889,13804.75809,17350.36222,20128.13848,25127.17382,30577.75248,35247.33747,44362.75182,55687.13989,70496.17768,84071.68439,101495.3814,121765.9053,142882.1124,166481.8099,54657.20394,77860.56169,90239.59646,119752.5793,136411.0853,162352.4609,183131.0282,209441.9557,224363.0116,265073.814,292771.2734,329374.5359,361476.3544,404536.7601,450483.6975,502902.7869,553095.8285,595016.7606,646151.6311,720712.4744
NSFTV_196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_198,2489.173321,3215.819472,4860.650471,6040.67889,8827.758091,10849.86222,13667.72182,16611.17382,19155.75248,23994.25413,30943.58516,38666.97323,47498.59435,58357.35105,69717.71475,82816.98859,95213.36241,111063.8099,39906.96878,57238.35965,66295.81778,87237.8802,99134.43977,112504.8543,128925.8013,148111.9541,166448.0868,186464.2582,207645.6396,234966.2581,259059.8989,290848.2979,325529.7055,362909.1468,396866.5054,424292.3868,444426.4795,475708.3249
NSFTV_199,3685.673321,4802.069472,8158.817138,9600.012223,15522.75809,19120.86222,23117.30515,28033.34049,34684.58582,42256.83747,50342.08516,64699.47323,84698.67768,99997.01772,117461.3814,143841.0719,167886.7791,198577.3099,44698.20394,62404.06169,71747.76313,95408.57928,107947.0853,128705.9609,153908.3615,172612.289,199578.5116,242074.5303,255954.7734,279054.2025,314529.8544,345744.9268,370928.6975,424090.6203,461241.4951,491853.094,533555.7978,591041.6372
NSFTV_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_200,4702.256654,6021.652805,8877.400471,11423.26222,16267.84142,20790.61222,25541.30515,29290.42382,35467.00248,42507.9208,53475.16849,66895.97323,82098.26102,100206.9344,118184.9648,142505.1553,163743.5291,192057.9766,60107.21878,85310.35965,102214.3178,138036.7552,158654.6898,179573.1043,207932.1763,239817.9541,271218.8368,317461.2172,340519.8896,387407.2581,432130.3989,482069.7979,536369.0805,592839.0218,648144.0054,693863.5118,704858.7295,749271.5749
NSFTV_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_202,3444.839987,4421.402805,7008.817138,8118.012223,13798.92476,16688.02888,20072.47182,23089.50716,28856.25248,36478.00413,43448.75182,53619.97323,66788.01102,80952.68439,96811.38142,111020.9053,129890.7791,154727.8099,45427.7759,61878.79152,72127.39256,89062.03908,104179.595,123311.6825,141560.3202,162224.2369,181976.8912,204974.5303,224041.6831,252154.6397,279758.6476,301257.9183,324239.382,344063.017,371823.4237,382326.6367,402833.9246,477564.1753
NSFTV_203,3646.089987,4713.819472,6361.650471,7947.42889,13022.84142,16113.94555,21347.47182,25618.17382,30792.08582,36936.83747,46884.58516,59987.13989,75007.51102,92322.93439,105846.2148,127643.7386,146190.1124,169782.2266,50016.96878,65692.73465,75445.81778,94098.7552,108289.8148,126116.6043,149042.3013,171444.0791,194065.2118,234180.8839,246619.7646,269277.7581,291433.8989,304469.5479,329261.8305,362919.3968,385789.1304,408783.5118,428350.8545,474394.1999
NSFTV_204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV_205,3341.673321,4138.902805,5528.650471,6261.095556,10070.09142,12223.11222,13714.80515,16976.67382,20446.00248,24832.00413,31746.16849,39165.55656,48968.84435,58597.68439,69439.79809,84964.40526,99554.11241,116587.4766,38455.21878,51632.85965,60757.81778,78687.8802,90576.06477,101977.3543,120170.8013,137127.4541,156994.8368,177939.7582,202594.5146,229041.8831,252041.5239,279601.2979,306851.5805,341956.1468,379350.6304,405391.3868,433504.4795,450050.6123
NSFTV_206,4734.839987,5621.402805,8222.317138,10167.51222,14256.42476,17747.86222,20925.63848,24419.00716,29828.41915,36668.1708,43512.75182,52839.97323,65799.17768,77997.68439,89075.88142,104873.5719,120444.2791,140248.9766,50309.37061,68171.56169,76586.26313,103178.5793,116032.5853,132148.4609,151797.0282,169775.9557,193399.1783,215793.814,231423.2734,254446.8692,280856.8544,310126.7601,341865.5308,376397.9536,411517.1618,448909.094,476204.4644,523569.8039
NSFTV_207,3788.423321,5090.402805,7814.650471,9871.345556,14547.75809,17676.02888,20770.88848,24386.92382,29873.58582,37453.6708,45290.91849,56637.13989,70548.42768,83796.51772,99167.21475,119263.8219,140611.8624,167744.2266,44513.59378,61615.73465,72411.56778,93897.3802,107683.5648,126223.1043,145244.6763,162186.4541,182476.9618,203329.5505,227935.6396,253811.6331,281868.1489,312965.7979,344945.8305,387227.0218,420156.6304,461736.1368,499604.7295,539297.9499
NSFTV_208,3030.506654,3814.402805,5916.650471,7557.345556,11734.75809,15114.02888,19294.13848,23652.34049,27691.25248,35101.83747,44121.08516,55266.97323,66051.01102,83313.85105,98410.54809,123234.5719,141082.7791,166095.1432,48301.87061,69880.06169,80646.26313,112570.746,130858.0853,151511.7943,178633.0282,207181.9557,237447.5116,271284.0303,311522.4401,352924.5359,392948.1877,443810.7601,495027.5308,548948.6203,601689.6618,661998.4273,690415.4644,710296.4744
NSFTV_209,3707.839987,4551.736139,8004.983804,9383.512223,15035.59142,18192.52888,22706.47182,27006.84049,33737.08582,42384.00413,53476.75182,64619.47323,80788.34435,100452.0177,118901.7148,142482.4053,167297.6124,196282.8099,87810.76331,119455.7535,126220.4818,146588.283,156584.0032,185630.5344,212196.1209,246798.4495,269992.3126,312505.091,337861.238,382791.4249,402618.5323,463062.9112,503208.7294,553495.2265,602229.0363,636593.7654,719445.0249,716545.3879
NSFTV_21,3014.673321,3725.902805,6167.733804,7555.17889,12118.67476,15233.94555,19396.30515,23442.84049,27357.08582,34324.6708,42379.41849,52779.72323,65831.92768,79720.60105,95658.54809,115850.9886,132822.7791,156921.4766,47249.54296,69390.19678,81146.32341,109834.8494,123795.3304,144130.4751,168899.0072,191234.3151,220400.4468,230355.9806,281347.9436,310942.609,342765.4578,377101.806,419696.3553,467121.5469,497837.6558,538155.8226,572633.7344,615934.6181
