"NSFTV.ID","PSA","Treatment","Exp","Rep","DayOfImaging"
"NSFTV_227",73012,"Salt","E3","1","17"
"NSFTV_228",137945,"Salt","E3","1","17"
"NSFTV_229",121271,"Salt","E3","1","17"
"NSFTV_23",149540,"Salt","E3","1","17"
"NSFTV_231",170054,"Salt","E3","1","17"
"NSFTV_233",49463,"Salt","E3","1","17"
"NSFTV_234",127755,"Salt","E3","1","17"
"NSFTV_235",231961,"Salt","E3","1","17"
"NSFTV_236",88039,"Salt","E3","1","17"
"NSFTV_237",89911,"Salt","E3","1","17"
"NSFTV_239",101876,"Salt","E3","1","17"
"NSFTV_24",104114,"Salt","E3","1","17"
"NSFTV_240",68023,"Salt","E3","1","17"
"NSFTV_241",145566,"Salt","E3","1","17"
"NSFTV_242",102171,"Salt","E3","1","17"
"NSFTV_243",91785,"Salt","E3","1","17"
"NSFTV_244",199720,"Salt","E3","1","17"
"NSFTV_245",112726,"Salt","E3","1","17"
"NSFTV_246",163799,"Salt","E3","1","17"
"NSFTV_247",51499,"Salt","E3","1","17"
"NSFTV_248",67682,"Salt","E3","1","17"
"NSFTV_25",120133,"Salt","E3","1","17"
"NSFTV_250",73758,"Salt","E3","1","17"
"NSFTV_251",72084,"Salt","E3","1","17"
"NSFTV_252",52820,"Salt","E3","1","17"
"NSFTV_253",57663,"Salt","E3","1","17"
"NSFTV_254",86838,"Salt","E3","1","17"
"NSFTV_255",113436,"Salt","E3","1","17"
"NSFTV_256",101543,"Salt","E3","1","17"
"NSFTV_257",98465,"Salt","E3","1","17"
"NSFTV_258",90145,"Salt","E3","1","17"
"NSFTV_259",130563,"Salt","E3","1","17"
"NSFTV_26",152427,"Salt","E3","1","17"
"NSFTV_260",95129,"Salt","E3","1","17"
"NSFTV_261",194676,"Salt","E3","1","17"
"NSFTV_262",186190,"Salt","E3","1","17"
"NSFTV_263",90157,"Salt","E3","1","17"
"NSFTV_264",138258,"Salt","E3","1","17"
"NSFTV_265",65880,"Salt","E3","1","17"
"NSFTV_266",81941,"Salt","E3","1","17"
"NSFTV_267",26571,"Salt","E3","1","17"
"NSFTV_268",76734,"Salt","E3","1","17"
"NSFTV_269",121157,"Salt","E3","1","17"
"NSFTV_27",170871,"Salt","E3","1","17"
"NSFTV_270",71124,"Salt","E3","1","17"
"NSFTV_271",135126,"Salt","E3","1","17"
"NSFTV_272",125233,"Salt","E3","1","17"
"NSFTV_273",NA,"Salt","E3","1","17"
"NSFTV_274",101014,"Salt","E3","1","17"
"NSFTV_275",98745,"Salt","E3","1","17"
"NSFTV_277",92332,"Salt","E3","1","17"
"NSFTV_278",24627,"Salt","E3","1","17"
"NSFTV_279",155267,"Salt","E3","1","17"
"NSFTV_280",68805,"Salt","E3","1","17"
"NSFTV_281",83080,"Salt","E3","1","17"
"NSFTV_282",79359,"Salt","E3","1","17"
"NSFTV_283",65050,"Salt","E3","1","17"
"NSFTV_284",206924,"Salt","E3","1","17"
"NSFTV_285",75698,"Salt","E3","1","17"
"NSFTV_286",176068,"Salt","E3","1","17"
"NSFTV_287",90100,"Salt","E3","1","17"
"NSFTV_288",142833,"Salt","E3","1","17"
"NSFTV_289",111670,"Salt","E3","1","17"
"NSFTV_29",153904,"Salt","E3","1","17"
"NSFTV_290",89267,"Salt","E3","1","17"
"NSFTV_291",28493,"Salt","E3","1","17"
"NSFTV_292",91383,"Salt","E3","1","17"
"NSFTV_293",153353,"Salt","E3","1","17"
"NSFTV_294",138005,"Salt","E3","1","17"
"NSFTV_295",182444,"Salt","E3","1","17"
"NSFTV_296",103694,"Salt","E3","1","17"
"NSFTV_297",110750,"Salt","E3","1","17"
"NSFTV_298",103914,"Salt","E3","1","17"
"NSFTV_299",180033,"Salt","E3","1","17"
"NSFTV_3",151267,"Salt","E3","1","17"
"NSFTV_30",111614,"Salt","E3","1","17"
"NSFTV_300",104880,"Salt","E3","1","17"
"NSFTV_301",52934,"Salt","E3","1","17"
"NSFTV_302",116641,"Salt","E3","1","17"
"NSFTV_303",103372,"Salt","E3","1","17"
"NSFTV_304",89213,"Salt","E3","1","17"
"NSFTV_305",161628,"Salt","E3","1","17"
"NSFTV_306",166812,"Salt","E3","1","17"
"NSFTV_307",44672,"Salt","E3","1","17"
"NSFTV_309",169272,"Salt","E3","1","17"
"NSFTV_31",40569,"Salt","E3","1","17"
"NSFTV_310",102578,"Salt","E3","1","17"
"NSFTV_311",69820,"Salt","E3","1","17"
"NSFTV_312",101880,"Salt","E3","1","17"
"NSFTV_313",143167,"Salt","E3","1","17"
"NSFTV_314",87133,"Salt","E3","1","17"
"NSFTV_315",129433,"Salt","E3","1","17"
"NSFTV_316",116456,"Salt","E3","1","17"
"NSFTV_317",73964,"Salt","E3","1","17"
"NSFTV_318",95433,"Salt","E3","1","17"
"NSFTV_32",69996,"Salt","E3","1","17"
"NSFTV_320",137106,"Salt","E3","1","17"
"NSFTV_322",91933,"Salt","E3","1","17"
"NSFTV_323",96008,"Salt","E3","1","17"
"NSFTV_324",68052,"Salt","E3","1","17"
"NSFTV_325",85120,"Salt","E3","1","17"
"NSFTV_326",91143,"Salt","E3","1","17"
"NSFTV_327",153973,"Salt","E3","1","17"
"NSFTV_328",95572,"Salt","E3","1","17"
"NSFTV_329",123503,"Salt","E3","1","17"
"NSFTV_33",88569,"Salt","E3","1","17"
"NSFTV_330",129845,"Salt","E3","1","17"
"NSFTV_331",122139,"Salt","E3","1","17"
"NSFTV_332",62374,"Salt","E3","1","17"
"NSFTV_333",50310,"Salt","E3","1","17"
"NSFTV_334",90309,"Salt","E3","1","17"
"NSFTV_336",137318,"Salt","E3","1","17"
"NSFTV_337",216611,"Salt","E3","1","17"
"NSFTV_338",68055,"Salt","E3","1","17"
"NSFTV_339",106522,"Salt","E3","1","17"
"NSFTV_340",145697,"Salt","E3","1","17"
"NSFTV_341",78942,"Salt","E3","1","17"
"NSFTV_342",102652,"Salt","E3","1","17"
"NSFTV_343",112375,"Salt","E3","1","17"
"NSFTV_345",89219,"Salt","E3","1","17"
"NSFTV_346",190532,"Salt","E3","1","17"
"NSFTV_347",128273,"Salt","E3","1","17"
"NSFTV_348",175239,"Salt","E3","1","17"
"NSFTV_349",130576,"Salt","E3","1","17"
"NSFTV_352",133289,"Salt","E3","1","17"
"NSFTV_353",84240,"Salt","E3","1","17"
"NSFTV_355",95291,"Salt","E3","1","17"
"NSFTV_356",147205,"Salt","E3","1","17"
"NSFTV_357",106567,"Salt","E3","1","17"
"NSFTV_358",128466,"Salt","E3","1","17"
"NSFTV_359",54540,"Salt","E3","1","17"
"NSFTV_36",33610,"Salt","E3","1","17"
"NSFTV_360",164125,"Salt","E3","1","17"
"NSFTV_363",33022,"Salt","E3","1","17"
"NSFTV_364",77764,"Salt","E3","1","17"
"NSFTV_365",75666,"Salt","E3","1","17"
"NSFTV_366",48199,"Salt","E3","1","17"
"NSFTV_368",86752,"Salt","E3","1","17"
"NSFTV_369",176845,"Salt","E3","1","17"
"NSFTV_37",50010,"Salt","E3","1","17"
"NSFTV_370",133344,"Salt","E3","1","17"
"NSFTV_371",107251,"Salt","E3","1","17"
"NSFTV_372",127144,"Salt","E3","1","17"
"NSFTV_373",99353,"Salt","E3","1","17"
"NSFTV_375",145869,"Salt","E3","1","17"
"NSFTV_376",89665,"Salt","E3","1","17"
"NSFTV_377",54242,"Salt","E3","1","17"
"NSFTV_378",104894,"Salt","E3","1","17"
"NSFTV_379",143235,"Salt","E3","1","17"
"NSFTV_380",38271,"Salt","E3","1","17"
"NSFTV_381",87824,"Salt","E3","1","17"
"NSFTV_384",135590,"Salt","E3","1","17"
"NSFTV_385",209556,"Salt","E3","1","17"
"NSFTV_386",94081,"Salt","E3","1","17"
"NSFTV_387",80187,"Salt","E3","1","17"
"NSFTV_388",9893,"Salt","E3","1","17"
"NSFTV_389",104,"Salt","E3","1","17"
"NSFTV_39",196230,"Salt","E3","1","17"
"NSFTV_390",97967,"Salt","E3","1","17"
"NSFTV_391",49387,"Salt","E3","1","17"
"NSFTV_392",85620,"Salt","E3","1","17"
"NSFTV_394",91618,"Salt","E3","1","17"
"NSFTV_395",117714,"Salt","E3","1","17"
"NSFTV_396",85960,"Salt","E3","1","17"
"NSFTV_397",55602,"Salt","E3","1","17"
"NSFTV_4",92511,"Salt","E3","1","17"
"NSFTV_40",128423,"Salt","E3","1","17"
"NSFTV_41",54901,"Salt","E3","1","17"
"NSFTV_43",93087,"Salt","E3","1","17"
"NSFTV_44",67176,"Salt","E3","1","17"
"NSFTV_45",120678,"Salt","E3","1","17"
"NSFTV_46",118365,"Salt","E3","1","17"
"NSFTV_49",112815,"Salt","E3","1","17"
"NSFTV_5",85066,"Salt","E3","1","17"
"NSFTV_50",73970,"Salt","E3","1","17"
"NSFTV_51",72242,"Salt","E3","1","17"
"NSFTV_52",123448,"Salt","E3","1","17"
"NSFTV_53",96180,"Salt","E3","1","17"
"NSFTV_54",70748,"Salt","E3","1","17"
"NSFTV_55",91205,"Salt","E3","1","17"
"NSFTV_56",70129,"Salt","E3","1","17"
"NSFTV_57",127717,"Salt","E3","1","17"
"NSFTV_58",192386,"Salt","E3","1","17"
"NSFTV_59",101381,"Salt","E3","1","17"
"NSFTV_6",60392,"Salt","E3","1","17"
"NSFTV_60",89156,"Salt","E3","1","17"
"NSFTV_61",134060,"Salt","E3","1","17"
"NSFTV_616",149524,"Salt","E3","1","17"
"NSFTV_618",81218,"Salt","E3","1","17"
"NSFTV_619",37794,"Salt","E3","1","17"
"NSFTV_62",56857,"Salt","E3","1","17"
"NSFTV_620",104642,"Salt","E3","1","17"
"NSFTV_621",57242,"Salt","E3","1","17"
"NSFTV_622",44185,"Salt","E3","1","17"
"NSFTV_623",149682,"Salt","E3","1","17"
"NSFTV_624",60177,"Salt","E3","1","17"
"NSFTV_625",39304,"Salt","E3","1","17"
"NSFTV_626",145988,"Salt","E3","1","17"
"NSFTV_627",76285,"Salt","E3","1","17"
"NSFTV_629",94288,"Salt","E3","1","17"
"NSFTV_63",124133,"Salt","E3","1","17"
"NSFTV_633",127823,"Salt","E3","1","17"
"NSFTV_634",140696,"Salt","E3","1","17"
"NSFTV_64",36685,"Salt","E3","1","17"
"NSFTV_641",43788,"Salt","E3","1","17"
"NSFTV_642",118912,"Salt","E3","1","17"
"NSFTV_643",225417,"Salt","E3","1","17"
"NSFTV_647",120006,"Salt","E3","1","17"
"NSFTV_65",101923,"Salt","E3","1","17"
"NSFTV_651",119242,"Salt","E3","1","17"
"NSFTV_66",62130,"Salt","E3","1","17"
"NSFTV_67",111827,"Salt","E3","1","17"
"NSFTV_68",64506,"Salt","E3","1","17"
"NSFTV_7",63258,"Salt","E3","1","17"
"NSFTV_70",123937,"Salt","E3","1","17"
"NSFTV_71",124593,"Salt","E3","1","17"
"NSFTV_72",126561,"Salt","E3","1","17"
"NSFTV_73",171012,"Salt","E3","1","17"
"NSFTV_74",126920,"Salt","E3","1","17"
"NSFTV_75",93688,"Salt","E3","1","17"
"NSFTV_76",123646,"Salt","E3","1","17"
"NSFTV_77",147578,"Salt","E3","1","17"
"NSFTV_78",190289,"Salt","E3","1","17"
"NSFTV_79",57652,"Salt","E3","1","17"
"NSFTV_8",149376,"Salt","E3","1","17"
"NSFTV_80",93285,"Salt","E3","1","17"
"NSFTV_81",91552,"Salt","E3","1","17"
"NSFTV_83",41221,"Salt","E3","1","17"
"NSFTV_84",110838,"Salt","E3","1","17"
"NSFTV_85",153393,"Salt","E3","1","17"
"NSFTV_86",119054,"Salt","E3","1","17"
"NSFTV_87",114790,"Salt","E3","1","17"
"NSFTV_88",130009,"Salt","E3","1","17"
"NSFTV_89",156612,"Salt","E3","1","17"
"NSFTV_9",34974,"Salt","E3","1","17"
"NSFTV_90",121364,"Salt","E3","1","17"
"NSFTV_92",59967,"Salt","E3","1","17"
"NSFTV_93",107607,"Salt","E3","1","17"
"NSFTV_94",62425,"Salt","E3","1","17"
"NSFTV_96",101431,"Salt","E3","1","17"
"NSFTV_97",88963,"Salt","E3","1","17"
"NSFTV_98",84772,"Salt","E3","1","17"
"NSFTV_99",149143,"Salt","E3","1","17"
"NSFTV_1",NA,"Salt","E3","1","18"
"NSFTV_10",34236,"Salt","E3","1","18"
"NSFTV_101",143563,"Salt","E3","1","18"
"NSFTV_102",149623,"Salt","E3","1","18"
"NSFTV_103",41866,"Salt","E3","1","18"
"NSFTV_104",86826,"Salt","E3","1","18"
"NSFTV_105",183856,"Salt","E3","1","18"
"NSFTV_106",141942,"Salt","E3","1","18"
"NSFTV_107",93037,"Salt","E3","1","18"
"NSFTV_108",23994,"Salt","E3","1","18"
"NSFTV_109",141611,"Salt","E3","1","18"
"NSFTV_11",215391,"Salt","E3","1","18"
"NSFTV_112",124697,"Salt","E3","1","18"
"NSFTV_113",94360,"Salt","E3","1","18"
"NSFTV_114",138452,"Salt","E3","1","18"
"NSFTV_115",107282,"Salt","E3","1","18"
"NSFTV_116",87253,"Salt","E3","1","18"
"NSFTV_117",108445,"Salt","E3","1","18"
"NSFTV_118",132669,"Salt","E3","1","18"
"NSFTV_120",189780,"Salt","E3","1","18"
"NSFTV_121",134952,"Salt","E3","1","18"
"NSFTV_122",115040,"Salt","E3","1","18"
"NSFTV_123",138075,"Salt","E3","1","18"
"NSFTV_124",110210,"Salt","E3","1","18"
"NSFTV_125",171854,"Salt","E3","1","18"
"NSFTV_128",94230,"Salt","E3","1","18"
"NSFTV_129",90375,"Salt","E3","1","18"
"NSFTV_13",142587,"Salt","E3","1","18"
"NSFTV_130",130480,"Salt","E3","1","18"
"NSFTV_131",128774,"Salt","E3","1","18"
"NSFTV_132",174275,"Salt","E3","1","18"
"NSFTV_133",29832,"Salt","E3","1","18"
"NSFTV_134",84083,"Salt","E3","1","18"
"NSFTV_135",140291,"Salt","E3","1","18"
"NSFTV_139",65212,"Salt","E3","1","18"
"NSFTV_14",103932,"Salt","E3","1","18"
"NSFTV_140",116844,"Salt","E3","1","18"
"NSFTV_141",166656,"Salt","E3","1","18"
"NSFTV_142",131557,"Salt","E3","1","18"
"NSFTV_143",79343,"Salt","E3","1","18"
"NSFTV_144",90613,"Salt","E3","1","18"
"NSFTV_145",145128,"Salt","E3","1","18"
"NSFTV_146",245968,"Salt","E3","1","18"
"NSFTV_147",78497,"Salt","E3","1","18"
"NSFTV_148",165605,"Salt","E3","1","18"
"NSFTV_149",25888,"Salt","E3","1","18"
"NSFTV_15",61401,"Salt","E3","1","18"
"NSFTV_150",76653,"Salt","E3","1","18"
"NSFTV_151",72499,"Salt","E3","1","18"
"NSFTV_152",88188,"Salt","E3","1","18"
"NSFTV_153",81764,"Salt","E3","1","18"
"NSFTV_154",111581,"Salt","E3","1","18"
"NSFTV_155",156555,"Salt","E3","1","18"
"NSFTV_156",129352,"Salt","E3","1","18"
"NSFTV_157",61691,"Salt","E3","1","18"
"NSFTV_158",98976,"Salt","E3","1","18"
"NSFTV_159",201617,"Salt","E3","1","18"
"NSFTV_16",117034,"Salt","E3","1","18"
"NSFTV_160",84995,"Salt","E3","1","18"
"NSFTV_161",133533,"Salt","E3","1","18"
"NSFTV_162",180405,"Salt","E3","1","18"
"NSFTV_163",154101,"Salt","E3","1","18"
"NSFTV_164",NA,"Salt","E3","1","18"
"NSFTV_165",146782,"Salt","E3","1","18"
"NSFTV_166",158455,"Salt","E3","1","18"
"NSFTV_167",0,"Salt","E3","1","18"
"NSFTV_168",105708,"Salt","E3","1","18"
"NSFTV_169",100944,"Salt","E3","1","18"
"NSFTV_17",118697,"Salt","E3","1","18"
"NSFTV_171",203636,"Salt","E3","1","18"
"NSFTV_172",130202,"Salt","E3","1","18"
"NSFTV_173",61106,"Salt","E3","1","18"
"NSFTV_174",93297,"Salt","E3","1","18"
"NSFTV_176",106518,"Salt","E3","1","18"
"NSFTV_177",100601,"Salt","E3","1","18"
"NSFTV_179",116859,"Salt","E3","1","18"
"NSFTV_18",148819,"Salt","E3","1","18"
"NSFTV_180",106353,"Salt","E3","1","18"
"NSFTV_182",93587,"Salt","E3","1","18"
"NSFTV_183",117984,"Salt","E3","1","18"
"NSFTV_184",160907,"Salt","E3","1","18"
"NSFTV_185",124073,"Salt","E3","1","18"
"NSFTV_186",54370,"Salt","E3","1","18"
"NSFTV_187",39060,"Salt","E3","1","18"
"NSFTV_188",99681,"Salt","E3","1","18"
"NSFTV_189",169087,"Salt","E3","1","18"
"NSFTV_19",161465,"Salt","E3","1","18"
"NSFTV_190",79940,"Salt","E3","1","18"
"NSFTV_191",134234,"Salt","E3","1","18"
"NSFTV_192",55084,"Salt","E3","1","18"
"NSFTV_193",87119,"Salt","E3","1","18"
"NSFTV_195",189254,"Salt","E3","1","18"
"NSFTV_198",61637,"Salt","E3","1","18"
"NSFTV_199",180759,"Salt","E3","1","18"
"NSFTV_200",113200,"Salt","E3","1","18"
"NSFTV_202",118835,"Salt","E3","1","18"
"NSFTV_203",180606,"Salt","E3","1","18"
"NSFTV_205",87349,"Salt","E3","1","18"
"NSFTV_206",132102,"Salt","E3","1","18"
"NSFTV_207",147810,"Salt","E3","1","18"
"NSFTV_208",150816,"Salt","E3","1","18"
"NSFTV_209",148671,"Salt","E3","1","18"
"NSFTV_21",208035,"Salt","E3","1","18"
"NSFTV_211",70852,"Salt","E3","1","18"
"NSFTV_213",55833,"Salt","E3","1","18"
"NSFTV_214",65685,"Salt","E3","1","18"
"NSFTV_215",166176,"Salt","E3","1","18"
"NSFTV_216",104385,"Salt","E3","1","18"
"NSFTV_217",78034,"Salt","E3","1","18"
"NSFTV_218",39960,"Salt","E3","1","18"
"NSFTV_219",127569,"Salt","E3","1","18"
"NSFTV_220",119539,"Salt","E3","1","18"
"NSFTV_221",118699,"Salt","E3","1","18"
"NSFTV_222",201424,"Salt","E3","1","18"
"NSFTV_223",99935,"Salt","E3","1","18"
"NSFTV_224",157294,"Salt","E3","1","18"
"NSFTV_225",134208,"Salt","E3","1","18"
"NSFTV_226",183717,"Salt","E3","1","18"
"NSFTV_227",82210,"Salt","E3","1","18"
"NSFTV_228",158396,"Salt","E3","1","18"
"NSFTV_229",130170,"Salt","E3","1","18"
"NSFTV_23",163267,"Salt","E3","1","18"
"NSFTV_231",187136,"Salt","E3","1","18"
"NSFTV_233",51996,"Salt","E3","1","18"
"NSFTV_234",144718,"Salt","E3","1","18"
"NSFTV_235",262977,"Salt","E3","1","18"
"NSFTV_236",108115,"Salt","E3","1","18"
"NSFTV_237",99630,"Salt","E3","1","18"
"NSFTV_239",109010,"Salt","E3","1","18"
"NSFTV_24",119128,"Salt","E3","1","18"
"NSFTV_240",76808,"Salt","E3","1","18"
"NSFTV_241",174097,"Salt","E3","1","18"
"NSFTV_242",108605,"Salt","E3","1","18"
"NSFTV_243",108746,"Salt","E3","1","18"
"NSFTV_244",234337,"Salt","E3","1","18"
"NSFTV_245",124482,"Salt","E3","1","18"
"NSFTV_246",174893,"Salt","E3","1","18"
"NSFTV_247",59593,"Salt","E3","1","18"
"NSFTV_248",81910,"Salt","E3","1","18"
"NSFTV_25",122558,"Salt","E3","1","18"
"NSFTV_250",79492,"Salt","E3","1","18"
"NSFTV_251",83506,"Salt","E3","1","18"
"NSFTV_252",56494,"Salt","E3","1","18"
"NSFTV_253",61602,"Salt","E3","1","18"
"NSFTV_254",94796,"Salt","E3","1","18"
"NSFTV_255",131548,"Salt","E3","1","18"
"NSFTV_256",126672,"Salt","E3","1","18"
"NSFTV_257",111956,"Salt","E3","1","18"
"NSFTV_258",100398,"Salt","E3","1","18"
"NSFTV_259",148233,"Salt","E3","1","18"
"NSFTV_26",167384,"Salt","E3","1","18"
"NSFTV_260",108668,"Salt","E3","1","18"
"NSFTV_261",231405,"Salt","E3","1","18"
"NSFTV_262",201834,"Salt","E3","1","18"
"NSFTV_263",97059,"Salt","E3","1","18"
"NSFTV_264",154464,"Salt","E3","1","18"
"NSFTV_265",72993,"Salt","E3","1","18"
"NSFTV_266",92250,"Salt","E3","1","18"
"NSFTV_267",30329,"Salt","E3","1","18"
"NSFTV_268",88199,"Salt","E3","1","18"
"NSFTV_269",128387,"Salt","E3","1","18"
"NSFTV_27",187769,"Salt","E3","1","18"
"NSFTV_270",83339,"Salt","E3","1","18"
"NSFTV_271",166229,"Salt","E3","1","18"
"NSFTV_272",145031,"Salt","E3","1","18"
"NSFTV_273",NA,"Salt","E3","1","18"
"NSFTV_274",106559,"Salt","E3","1","18"
"NSFTV_275",116704,"Salt","E3","1","18"
"NSFTV_277",102443,"Salt","E3","1","18"
"NSFTV_278",25934,"Salt","E3","1","18"
"NSFTV_279",166219,"Salt","E3","1","18"
"NSFTV_280",81136,"Salt","E3","1","18"
"NSFTV_281",93111,"Salt","E3","1","18"
"NSFTV_282",88988,"Salt","E3","1","18"
"NSFTV_283",69828,"Salt","E3","1","18"
"NSFTV_284",225468,"Salt","E3","1","18"
"NSFTV_285",96405,"Salt","E3","1","18"
"NSFTV_286",195219,"Salt","E3","1","18"
"NSFTV_287",104240,"Salt","E3","1","18"
"NSFTV_288",165379,"Salt","E3","1","18"
"NSFTV_289",124979,"Salt","E3","1","18"
"NSFTV_29",176954,"Salt","E3","1","18"
"NSFTV_290",98580,"Salt","E3","1","18"
"NSFTV_291",34680,"Salt","E3","1","18"
"NSFTV_292",96791,"Salt","E3","1","18"
"NSFTV_293",163937,"Salt","E3","1","18"
"NSFTV_294",153820,"Salt","E3","1","18"
"NSFTV_295",206929,"Salt","E3","1","18"
"NSFTV_296",112021,"Salt","E3","1","18"
"NSFTV_297",131742,"Salt","E3","1","18"
"NSFTV_298",117255,"Salt","E3","1","18"
"NSFTV_299",200283,"Salt","E3","1","18"
"NSFTV_3",163395,"Salt","E3","1","18"
"NSFTV_30",130642,"Salt","E3","1","18"
"NSFTV_300",127571,"Salt","E3","1","18"
"NSFTV_301",59366,"Salt","E3","1","18"
"NSFTV_302",132338,"Salt","E3","1","18"
"NSFTV_303",106794,"Salt","E3","1","18"
"NSFTV_304",102092,"Salt","E3","1","18"
"NSFTV_305",177911,"Salt","E3","1","18"
"NSFTV_306",177289,"Salt","E3","1","18"
"NSFTV_307",52067,"Salt","E3","1","18"
"NSFTV_309",187464,"Salt","E3","1","18"
"NSFTV_31",47900,"Salt","E3","1","18"
"NSFTV_310",110745,"Salt","E3","1","18"
"NSFTV_311",79741,"Salt","E3","1","18"
"NSFTV_312",117058,"Salt","E3","1","18"
"NSFTV_313",154969,"Salt","E3","1","18"
"NSFTV_314",102005,"Salt","E3","1","18"
"NSFTV_315",148328,"Salt","E3","1","18"
"NSFTV_316",129299,"Salt","E3","1","18"
"NSFTV_317",83543,"Salt","E3","1","18"
"NSFTV_318",105399,"Salt","E3","1","18"
"NSFTV_32",81637,"Salt","E3","1","18"
"NSFTV_320",151710,"Salt","E3","1","18"
"NSFTV_322",104838,"Salt","E3","1","18"
"NSFTV_323",110141,"Salt","E3","1","18"
"NSFTV_324",82223,"Salt","E3","1","18"
"NSFTV_325",95611,"Salt","E3","1","18"
"NSFTV_326",100879,"Salt","E3","1","18"
"NSFTV_327",169984,"Salt","E3","1","18"
"NSFTV_328",107654,"Salt","E3","1","18"
"NSFTV_329",141802,"Salt","E3","1","18"
"NSFTV_33",102379,"Salt","E3","1","18"
"NSFTV_330",150396,"Salt","E3","1","18"
"NSFTV_331",136888,"Salt","E3","1","18"
"NSFTV_332",71293,"Salt","E3","1","18"
"NSFTV_333",52501,"Salt","E3","1","18"
"NSFTV_334",105537,"Salt","E3","1","18"
"NSFTV_336",154338,"Salt","E3","1","18"
"NSFTV_337",237076,"Salt","E3","1","18"
"NSFTV_338",77468,"Salt","E3","1","18"
"NSFTV_339",118721,"Salt","E3","1","18"
"NSFTV_340",163874,"Salt","E3","1","18"
"NSFTV_341",81713,"Salt","E3","1","18"
"NSFTV_342",116174,"Salt","E3","1","18"
"NSFTV_343",116241,"Salt","E3","1","18"
"NSFTV_345",101040,"Salt","E3","1","18"
"NSFTV_346",219413,"Salt","E3","1","18"
"NSFTV_347",143847,"Salt","E3","1","18"
"NSFTV_348",199454,"Salt","E3","1","18"
"NSFTV_349",145098,"Salt","E3","1","18"
"NSFTV_352",148826,"Salt","E3","1","18"
"NSFTV_353",91347,"Salt","E3","1","18"
"NSFTV_355",111976,"Salt","E3","1","18"
"NSFTV_356",168382,"Salt","E3","1","18"
"NSFTV_357",117792,"Salt","E3","1","18"
"NSFTV_358",142104,"Salt","E3","1","18"
"NSFTV_359",63250,"Salt","E3","1","18"
"NSFTV_36",37950,"Salt","E3","1","18"
"NSFTV_360",186872,"Salt","E3","1","18"
"NSFTV_363",33699,"Salt","E3","1","18"
"NSFTV_364",79615,"Salt","E3","1","18"
"NSFTV_365",81176,"Salt","E3","1","18"
"NSFTV_366",52114,"Salt","E3","1","18"
"NSFTV_368",103511,"Salt","E3","1","18"
"NSFTV_369",205339,"Salt","E3","1","18"
"NSFTV_37",54973,"Salt","E3","1","18"
"NSFTV_370",150643,"Salt","E3","1","18"
"NSFTV_371",123880,"Salt","E3","1","18"
"NSFTV_372",152523,"Salt","E3","1","18"
"NSFTV_373",107717,"Salt","E3","1","18"
"NSFTV_375",151725,"Salt","E3","1","18"
"NSFTV_376",99358,"Salt","E3","1","18"
"NSFTV_377",60918,"Salt","E3","1","18"
"NSFTV_378",121777,"Salt","E3","1","18"
"NSFTV_379",159202,"Salt","E3","1","18"
"NSFTV_380",44796,"Salt","E3","1","18"
"NSFTV_381",98110,"Salt","E3","1","18"
"NSFTV_384",147248,"Salt","E3","1","18"
"NSFTV_385",239907,"Salt","E3","1","18"
"NSFTV_386",105407,"Salt","E3","1","18"
"NSFTV_387",92502,"Salt","E3","1","18"
"NSFTV_388",9128,"Salt","E3","1","18"
"NSFTV_389",174,"Salt","E3","1","18"
"NSFTV_39",209152,"Salt","E3","1","18"
"NSFTV_390",104858,"Salt","E3","1","18"
"NSFTV_391",52432,"Salt","E3","1","18"
"NSFTV_392",97674,"Salt","E3","1","18"
"NSFTV_394",103535,"Salt","E3","1","18"
"NSFTV_395",134571,"Salt","E3","1","18"
"NSFTV_396",92350,"Salt","E3","1","18"
"NSFTV_397",62856,"Salt","E3","1","18"
"NSFTV_4",102934,"Salt","E3","1","18"
"NSFTV_40",144183,"Salt","E3","1","18"
"NSFTV_41",63755,"Salt","E3","1","18"
"NSFTV_43",109872,"Salt","E3","1","18"
"NSFTV_44",73474,"Salt","E3","1","18"
"NSFTV_45",130919,"Salt","E3","1","18"
"NSFTV_46",139102,"Salt","E3","1","18"
"NSFTV_49",126260,"Salt","E3","1","18"
"NSFTV_5",103088,"Salt","E3","1","18"
"NSFTV_50",82280,"Salt","E3","1","18"
"NSFTV_51",79135,"Salt","E3","1","18"
"NSFTV_52",131035,"Salt","E3","1","18"
"NSFTV_53",102814,"Salt","E3","1","18"
"NSFTV_54",75758,"Salt","E3","1","18"
"NSFTV_55",100561,"Salt","E3","1","18"
"NSFTV_56",78988,"Salt","E3","1","18"
"NSFTV_57",140685,"Salt","E3","1","18"
"NSFTV_58",226535,"Salt","E3","1","18"
"NSFTV_59",111235,"Salt","E3","1","18"
"NSFTV_6",66150,"Salt","E3","1","18"
"NSFTV_60",95604,"Salt","E3","1","18"
"NSFTV_61",149621,"Salt","E3","1","18"
"NSFTV_616",167798,"Salt","E3","1","18"
"NSFTV_618",92389,"Salt","E3","1","18"
"NSFTV_619",43136,"Salt","E3","1","18"
"NSFTV_62",66834,"Salt","E3","1","18"
"NSFTV_620",123019,"Salt","E3","1","18"
"NSFTV_621",64578,"Salt","E3","1","18"
"NSFTV_622",43507,"Salt","E3","1","18"
"NSFTV_623",168741,"Salt","E3","1","18"
"NSFTV_624",67527,"Salt","E3","1","18"
"NSFTV_625",46697,"Salt","E3","1","18"
